date,% cloud cover,landsat
2019-10-26,22.02,landsat_8
2019-11-03,0.03,landsat_7
2019-11-11,2.91,landsat_8
2019-12-05,0.06,landsat_7
2019-12-29,0.21,landsat_8
2020-01-22,0.28,landsat_7
2020-01-30,0.01,landsat_8
2020-02-15,0.24,landsat_8
2020-02-23,0.0,landsat_7
2020-03-02,55.21,landsat_8
2020-03-18,0.0,landsat_8
2020-03-26,0.0,landsat_7
2020-04-11,1.06,landsat_7
2020-04-19,0.12,landsat_8
2020-05-05,0.0,landsat_8
2020-05-13,0.0,landsat_7
2020-05-21,0.29,landsat_8
2020-06-06,53.93,landsat_8
2020-06-14,0.36,landsat_7
2020-07-08,63.55,landsat_8
2020-07-16,2.9,landsat_7
2020-08-01,2.07,landsat_7
2020-08-09,3.18,landsat_8
2020-08-17,76.59,landsat_7
2020-09-26,51.12,landsat_8
2020-10-04,0.0,landsat_7
2020-11-05,5.79,landsat_7
2020-11-21,14.99,landsat_7
2020-11-29,0.17,landsat_8
2020-12-15,0.0,landsat_8
2020-12-23,0.13,landsat_7
2021-01-08,0.09,landsat_7
2021-01-24,0.06,landsat_7
2021-02-17,30.45,landsat_8
2021-02-25,0.4,landsat_7
2021-03-05,0.06,landsat_8
2021-03-13,0.0,landsat_7
2021-03-21,0.09,landsat_8
2021-03-29,7.39,landsat_7
2021-04-06,8.05,landsat_8
2021-04-30,72.02,landsat_7
2021-05-16,57.94,landsat_7
2021-05-24,61.78,landsat_8
2021-06-09,67.36,landsat_8
2021-06-17,1.12,landsat_7
2021-07-27,0.05,landsat_8
2021-08-12,9.04,landsat_8
2021-08-20,79.98,landsat_7
2021-09-13,3.08,landsat_8
2021-09-21,33.47,landsat_7
2021-09-29,2.88,landsat_8
2021-10-07,0.0,landsat_7
2021-10-15,44.19,landsat_8
2021-10-23,0.0,landsat_7
2021-10-31,15.17,landsat_8
2021-11-08,0.08,landsat_7
2021-11-16,0.03,landsat_8
2021-11-24,0.24,landsat_7
2021-12-26,60.84,landsat_7
2022-01-11,0.25,landsat_7
2022-01-27,0.05,landsat_7
2022-02-12,75.8,landsat_7
2022-02-20,0.03,landsat_8
2022-02-28,0.0,landsat_7
2022-03-08,0.0,landsat_8
2022-03-16,73.44,landsat_7
2022-04-01,33.75,landsat_7
2022-04-25,10.67,landsat_8
2022-05-11,30.73,landsat_8
2022-05-16,22.29,landsat_7
2022-06-28,0.56,landsat_8
2022-07-06,59.88,landsat_7
2022-07-14,4.32,landsat_8
2022-07-23,0.14,landsat_7
2022-07-30,0.12,landsat_8
2022-08-09,0.12,landsat_7
2022-08-15,68.17,landsat_8
2022-08-26,0.17,landsat_7
2022-08-31,4.54,landsat_8
2022-09-12,79.05,landsat_7
2022-09-16,0.0,landsat_8
2022-09-29,9.72,landsat_7
